"SOURCE_SYSTEM","SOURCE_CONN","TABSCHEMA","TABNAME","COLNO","COLNAME","TYPENAME","LENGTH","SCALE","REMARKS","TAB_CATALOG","TAB_REMARKS","LIMITIERUNG"
"21C",SBK21C,USR01537,LE_IGVVERTRAG,16,MAXANZAHLTEILNAHMEN,INTEGER,4,0,attribute MaxAnzahlTeilnahmen in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,39,PVZINAVZUEBERNEHMEN,SMALLINT,2,0,attribute PVZInAVZUebernehmen in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,40,BEHDAUERDURCHSCHNITT,DECIMAL,14,2,attribute BehandlungsdauerDurchschnitt in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,26,AUTOWAHLTARIFTEILNAHME,SMALLINT,2,0,attribute AutomatischeWahltarifTeilnahme in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,27,IKERSTELLER,VARCHAR,255,0,attribute IkErsteller in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,28,WAHLTARIFART,SMALLINT,2,0,attribute WahltarifArt in class leistungen.business.bv.IgvVertragModel; codetype kerntabellen.business.WahltarifArtType,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,29,ABWEICHENDESZAHLUNGSWEGIK,VARCHAR,9,0,attribute AbweichendesZahlungswegIK in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,30,ABRECHNUNGZURDOKU,SMALLINT,2,0,attribute AbrechnungZurDoku in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,31,ZAHLUNGSZIEL,SMALLINT,2,0,attribute ZahlungsZiel in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,32,IMPLIZITANLGVTEILNVP,SMALLINT,2,0,attribute ImplizitAnlegenIGVTeilnahmeVp in class leistungen.business.bv.IgvVertragModel; codetype kerntabellen.business.ImplizitAnlegenBesVersorgungType,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,33,BEREINIGUNGSFAEHIG,SMALLINT,2,0,attribute Bereinigungsfaehig in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,34,VOLLSTDESVERSORG,SMALLINT,2,0,attribute VollstaendigkeitDesVersorgungsauftrages in class leistungen.business.bv.IgvVertragModel; codetype kerntabellen.business.KollektivvertrVersorgungsauftrType,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,35,KEINEAUTOMVPTEANLAGE,SMALLINT,2,0,attribute KeineAutomVpTeAnlage in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,36,IKABWCLEARINGST,VARCHAR,9,0,attribute IkAbweichendeClearingstelle in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,37,TEILNBEGINNRUECKWIRKEND,SMALLINT,2,0,attribute TeilnahmeBeginnRueckwirkend in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,38,ERWEITERTERCSVEXPORT,SMALLINT,2,0,attribute ErweiterterCSVExport in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,42,LEISTVERZ_LEIVERZEICHN_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_LeistungsVerzeichnis (class leistungserbringer.business.vertragsdaten.LeistungsVerzeichnisModel),,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,43,LETZTERIMPORTANBIETER,TIMESTAMP,10,6,attribute LetzterImportAnbieter in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,44,LETZTERIMPORTDIAGNOSEN,TIMESTAMP,10,6,attribute LetzterImportDiagnosen in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,45,LETZTERIMPORTENTGELTE,TIMESTAMP,10,6,attribute LetzterImportEntgelte in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,41,LETZTERBATCHBEHAM,TIMESTAMP,10,6,attribute LetzterBatchlaufBehandlungsdauerAm in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,46,LETZTERIMPORTREGIONEN,TIMESTAMP,10,6,attribute LetzterImportRegionen in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,47,LETZTERIMPORTVERTRAG,TIMESTAMP,10,6,attribute LetzterImportVertrag in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,48,SCHNITTSTELLENIMPORT,SMALLINT,2,0,attribute Schnittstellenimport in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,49,ENTGELTEAUSLEISTVERZ,SMALLINT,2,0,attribute EntgelteAusLeistungsverzeichnis in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,50,DIAGNOSEANGABEVERPFLICHTEND,SMALLINT,2,0,attribute DiagnoseangabeVerpflichtend in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,51,KULANZENDE,DATE,4,0,attribute KulanzEnde in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,52,IDENTLIEFERTNFINALEXPORT,INTEGER,4,0,attribute IdentischeLieferungenTeilnahmeBisFinalerTVZExport in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVVERTRAG,53,QUARTALETNENDESTORNFINALEXPORT,INTEGER,4,0,attribute QuartaleTeilnahmeBeendetOderStorniertBisFinalerTVZExport in class leistungen.business.bv.IgvVertragModel,,class leistungen.business.bv.IgvVertragModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,4,VALIDFROM,DATE,4,0,attribute ValidFrom in class framework.business.TemporalModel,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,5,VALIDTO,DATE,4,0,attribute ValidTo in class framework.business.TemporalModel,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,6,ERFASSTAM,DATE,4,0,attribute ErfasstAm in class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,7,ERKLAERTAM,DATE,4,0,attribute ErklaertAm in class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,8,BEMERKUNG,VARCHAR,512,0,attribute Bemerkung in class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,9,BONUS,DECIMAL,12,2,attribute Bonus in class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,10,IMPORTID,VARCHAR,255,0,attribute ImportId in class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,11,VERSORGUNGSART,SMALLINT,2,0,attribute Versorgungsart in class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel; codetype kerntabellen.business.VertragsartBesVersorgungType,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,12,MANDANTENID,VARCHAR,5,0,attribute MandantenId in class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,LE_IGVTEILNVERSPERSON,13,MASCHINELLERZEUGT,SMALLINT,2,0,attribute MaschinellErzeugt in class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,,class leistungen.business.bv.IgvTeilnahmeVersichertePersonModel,
"21C",SBK21C,USR01537,SE_KM1KOPF,7,MITVORABANMELDUNGEN,SMALLINT,2,0,attribute MitVorabanmeldungen in class statistik.business.km1.KM1KopfDatenModel,,class statistik.business.km1.KM1KopfDatenModel,
"21C",SBK21C,USR01537,SE_KM1KOPF,8,STANDARDKOPF_STATKOPF_ID,BIGINT,8,0,foreign key; references table SE_StatKopfDaten (class statistik.business.StatistikKopfDatenModel),,class statistik.business.km1.KM1KopfDatenModel,
"21C",SBK21C,USR01537,SE_KM1KOPF,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class statistik.business.km1.KM1KopfDatenModel,
"21C",SBK21C,USR01537,SE_KM1KOPF,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class statistik.business.km1.KM1KopfDatenModel,
"21C",SBK21C,USR01537,SE_KM1KOPF,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class statistik.business.km1.KM1KopfDatenModel,
"21C",SBK21C,USR01537,SE_KM1KOPF,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class statistik.business.km1.KM1KopfDatenModel,
"21C",SBK21C,USR01537,SE_KM1KOPF,5,MITORGANISATIONSEINHEITEN,SMALLINT,2,0,attribute MitOrganisationseinheiten in class statistik.business.km1.KM1KopfDatenModel,,class statistik.business.km1.KM1KopfDatenModel,
"21C",SBK21C,USR01537,SE_KM1KOPF,6,VERSICHERTENINFOSERZEUGT,SMALLINT,2,0,attribute VersichertenbezogeneAuszaehlinformationenErmittelt in class statistik.business.km1.KM1KopfDatenModel,,class statistik.business.km1.KM1KopfDatenModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,4,VALIDFROM,DATE,4,0,attribute ValidFrom in class framework.business.TemporalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,5,VALIDTO,DATE,4,0,attribute ValidTo in class framework.business.TemporalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,6,HATKINDER,SMALLINT,2,0,attribute HatKinder in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,7,HATKINDPRUEF,SMALLINT,2,0,attribute HatKinderPruefStatus in class meldungen.business.VersichertenMerkmalModel; codetype kerntabellen.business.HatKinderPruefstatusType,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,8,MITKOSTENERSTATTUNG,SMALLINT,2,0,attribute KostenerstattungsArt in class meldungen.business.VersichertenMerkmalModel; codetype kerntabellen.business.KostenerstattungType,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,9,HATBEIHILFEANSPRUCH,SMALLINT,2,0,attribute HatBeihilfeAnspruch in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,10,PVBEFREIT,SMALLINT,2,0,attribute PVBefreit in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,11,PVBEFREIUNGGRUND,SMALLINT,2,0,attribute PVBefreiungGrund in class meldungen.business.VersichertenMerkmalModel; codetype kerntabellen.business.GrundPvBefreiungType,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,12,KVBEFREIT,SMALLINT,2,0,attribute KVBefreit in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,13,KVBEFREIUNGGRUND,SMALLINT,2,0,attribute KVBefreiungGrund in class meldungen.business.VersichertenMerkmalModel; codetype kerntabellen.business.GrundKvBefreiungType,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,14,RVBEFREIT,SMALLINT,2,0,attribute RVBefreit in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,15,ZVBEFREIT,SMALLINT,2,0,attribute ZVBefreit in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,16,MITGLIEDSNRVERSORGWERK,VARCHAR,30,0,attribute MitgliedsNummerVersorgungswerk in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,17,PVBEITRAGSBEFREIT,SMALLINT,2,0,attribute PvBeitragsBefreit in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,23,VERSPERS_VERSPERSON_ID,BIGINT,8,0,foreign key; references table ME_VersichertePerson (class meldungen.business.VersichertePersonModel),,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,24,KOSTENERSTAMBULAERZTLINDIV,SMALLINT,2,0,attribute KostenerstattungAmbulantAerztlichIndividuell in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,25,KOSTENERSTAMBULAERZTLPAUSCH,SMALLINT,2,0,attribute KostenerstattungAmbulantAerztlichPauschal in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,26,KOSTENERSTAMBULZAHNAERZTL,SMALLINT,2,0,attribute KostenerstattungAmbulantZahnaerztlich in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,27,KOSTENERSTARZNEIMINDIV,SMALLINT,2,0,attribute KostenerstattungArzneimittelIndividuell in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,28,KOSTENERSTARZNEIMPAUSCH,SMALLINT,2,0,attribute KostenerstattungArzneimittelPauschal in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,29,KOSTENERSTSTATIONAER,SMALLINT,2,0,attribute KostenerstattungStationaer in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,30,KOSTENERSTVERANLLEIST,SMALLINT,2,0,attribute KostenerstattungVeranlassteLeistung in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,18,BEZIEHTSOZIALGELD,SMALLINT,2,0,attribute BeziehtSozialgeld in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,19,BEZIEHTHZLUNDGRUNDSICHERG,SMALLINT,2,0,attribute BeziehtHilfeZumLebensunterhaltUndGrundsicherung in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,20,ZUSBEITRAGVVSOZHILFTRAEG,SMALLINT,2,0,attribute ZusatzbeitragVollVomSozialhilfetraeger in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,21,BEZIEHTLEISTUNGENNASYLBLG,SMALLINT,2,0,attribute BeziehtLeistungenNachAsylbLG in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,ME_VERSMERKMAL,22,MRSAKGANSPRUCH,SMALLINT,2,0,attribute MrsaKgAnspruch in class meldungen.business.VersichertenMerkmalModel,,class meldungen.business.VersichertenMerkmalModel,
"21C",SBK21C,USR01537,PO_ORGKOSTLINK,7,KOSTENSTELLE_KOSTENSTELLE_ID,BIGINT,8,0,foreign key; references table PO_Kostenstelle (class organisationsstruktur.business.kostenleistungsrechnung.KostenstellenModel),,class organisationsstruktur.business.kostenleistungsrechnung.OrgEinheitKostenstellenLinkModel,
"21C",SBK21C,USR01537,PO_ORGKOSTLINK,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class organisationsstruktur.business.kostenleistungsrechnung.OrgEinheitKostenstellenLinkModel,
"21C",SBK21C,USR01537,PO_ORGKOSTLINK,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class organisationsstruktur.business.kostenleistungsrechnung.OrgEinheitKostenstellenLinkModel,
"21C",SBK21C,USR01537,PO_ORGKOSTLINK,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class organisationsstruktur.business.kostenleistungsrechnung.OrgEinheitKostenstellenLinkModel,
"21C",SBK21C,USR01537,PO_ORGKOSTLINK,4,VALIDFROM,DATE,4,0,attribute ValidFrom in class framework.business.TemporalModel,,class organisationsstruktur.business.kostenleistungsrechnung.OrgEinheitKostenstellenLinkModel,
"21C",SBK21C,USR01537,PO_ORGKOSTLINK,5,VALIDTO,DATE,4,0,attribute ValidTo in class framework.business.TemporalModel,,class organisationsstruktur.business.kostenleistungsrechnung.OrgEinheitKostenstellenLinkModel,
"21C",SBK21C,USR01537,PO_ORGKOSTLINK,6,ORGEINHEIT_ORGEINHEIT_ID,BIGINT,8,0,foreign key; references table PO_OrgEinheit (class organisationsstruktur.business.OrgEinheitModel),,class organisationsstruktur.business.kostenleistungsrechnung.OrgEinheitKostenstellenLinkModel,
"21C",SBK21C,USR01537,PP_BEHOERDE,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class partner.business.BehoerdeModel,
"21C",SBK21C,USR01537,PP_BEHOERDE,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class partner.business.BehoerdeModel,
"21C",SBK21C,USR01537,PP_BEHOERDE,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class partner.business.BehoerdeModel,
"21C",SBK21C,USR01537,PP_BEHOERDE,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class partner.business.BehoerdeModel,
"21C",SBK21C,USR01537,PP_BEHOERDE,5,VALIDTO,DATE,4,0,attribute ValidTo in class framework.business.TemporalModel,,class partner.business.BehoerdeModel,
"21C",SBK21C,USR01537,PP_BEHOERDE,6,TYP,SMALLINT,2,0,attribute Typ in class partner.business.BehoerdeModel; codetype kerntabellen.business.BehoerdeArtType,,class partner.business.BehoerdeModel,
"21C",SBK21C,USR01537,PP_BEHOERDE,7,IST_BTRBSTAETTE_ID,BIGINT,8,0,foreign key; references table PP_Betriebsstaette (class partner.business.BetriebsstaetteModel),,class partner.business.BehoerdeModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,5,VALIDTO,DATE,4,0,attribute ValidTo in class framework.business.TemporalModel,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,6,TYP,SMALLINT,2,0,attribute TypIntern in class partner.business.OrdnungsbegriffModel; codetype kerntabellen.business.OrdnungsbegriffeType,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,8,WERT_CI,VARCHAR,25,0,additional column for case insensitive searchable attribute Wert in class partner.business.OrdnungsbegriffModel,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,9,ERSTELLUNGRVNUMMER,SMALLINT,2,0,attribute ErstellungRvNummer in class partner.business.OrdnungsbegriffModel,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,11,ORDNUNGSBEGRIFFBESTAETIGT,SMALLINT,2,0,attribute OrdnungsbegriffBestaetigt in class partner.business.OrdnungsbegriffModel,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,12,VIPKENNZEICHEN,SMALLINT,2,0,attribute VipKennzeichen in class partner.business.OrdnungsbegriffModel; codetype framework.base.SpezialType,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,13,ALTKASSENBBNR,VARCHAR,8,0,attribute AltkassenBBNR in class partner.business.OrdnungsbegriffModel,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,14,ALTKASSENIK,VARCHAR,9,0,attribute AltkassenIK in class partner.business.OrdnungsbegriffModel,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,15,PARTNER_PARTNER_ID,BIGINT,8,0,foreign key; references table PP_Partner (class partner.business.PartnerModel),,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,4,VALIDFROM,DATE,4,0,attribute ValidFrom in class framework.business.TemporalModel,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,7,WERT,VARCHAR,20,0,attribute Wert in class partner.business.OrdnungsbegriffModel,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,PP_ORDNUNGSBEGRIFF,10,ORDNUNGSBEGRIFFSTATUS,SMALLINT,2,0,attribute OrdnungsbegriffStatus in class partner.business.OrdnungsbegriffModel; codetype kerntabellen.business.StatusOrdnungsbegriffType,,class partner.business.OrdnungsbegriffModel,
"21C",SBK21C,USR01537,LE_LMKV,43,LEIMN_LEISTMASSN_ID,BIGINT,8,0,foreign key; references table LE_Leistungsmassnahme (class leistungen.business.LeistungsmassnahmeModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,44,UFAMBO_LMKV_ID,BIGINT,8,0,foreign key; references table LE_LmKv (class leistungen.business.khpv.kv.LmKvModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,45,BEAUFTSTELLE_INSTKENNZ_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_InstKennzeichen (class partner.business.InstitutionskennzeichenModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,46,KOMBINATIONSBEHANDLNGREHA,SMALLINT,2,0,attribute KombinationsbehandlungReha in class leistungen.business.khpv.kv.LmKvModel,,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,47,MITTEIGSEMPF_PARTNER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_Partner (class partner.business.PartnerModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,31,AMBULANTESPOTENZIAL,SMALLINT,2,0,attribute AmbulantesPotenzial in class leistungen.business.khpv.kv.LmKvModel,,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,32,VERSPERSON_VERSPERSON_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table ME_VersichertePerson (class meldungen.business.VersichertePersonModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,33,ERBRINGENDER_LEINST_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_LeInstitution (class leistungserbringer.business.stammdaten.LeInstitutionModel),,class leistungen.business.khpv.kv.LmKvModel,
